SOC [%],Voltage [V],Frequency [Hz],Re(Ztot) [Ohm],-Im(Ztot) [Ohm]
70,1.38741206666667,5011.604,0.167864666666667,0.00746420833333333
70,1.38741381666667,3981.2744,0.16941845,0.0085901115
70,1.3874143,3161.0117,0.170501516666667,0.00979872483333333
70,1.38741525,2510.8032,0.171863766666667,0.0106387436666667
70,1.38741636666667,1995.6388,0.174316166666667,0.0111520328333333
70,1.38741731666667,1585.5074,0.176142866666667,0.0125737226666667
70,1.38741715,1258.7913,0.177717216666667,0.013744856
70,1.38741875,1000.3202,0.1799169,0.0143082141666667
70,1.3874189,794.23785,0.182297233333333,0.0153557198333333
70,1.38742001666667,631.00964,0.183974816666667,0.0158281078333333
70,1.38742096666667,501.44418,0.186157583333333,0.0174954666666667
70,1.38742128333333,398.08914,0.188712166666667,0.0187678633333333
70,1.38742176666667,316.31589,0.191577283333333,0.0199597066666667
70,1.38742208333333,251.04433,0.1939037,0.021835225
70,1.3874224,199.55299,0.197216483333333,0.022807005
70,1.387424,158.42841,0.199365033333333,0.02518926
70,1.38742415,125.84567,0.2032656,0.0268080433333333
70,1.3874259,100.03201,0.206767,0.028811145
70,1.38742638333333,79.415512,0.210059233333333,0.0305044816666667
70,1.38742701666667,63.082298,0.213451283333333,0.03456294
70,1.38742765,50.144421,0.2180017,0.0378671833333333
70,1.3874286,39.808914,0.221403816666667,0.0414266816666667
70,1.38742845,31.629555,0.2263061,0.0460463266666667
70,1.38742908333333,25.104433,0.23131095,0.0515532883333333
70,1.38742891666667,19.955299,0.237162683333333,0.058239495
70,1.38742986666667,15.857577,0.243384216666667,0.0661359183333333
70,1.38743353333333,12.600809,0.2498382,0.075034305
70,1.38743638333333,10.003201,0.259463666666667,0.0869337516666667
70,1.38743273333333,7.9395323,0.269610166666667,0.0992147433333333
70,1.38743798333333,6.3105812,0.282805216666667,0.113455951666667
70,1.38744005,5.0080128,0.299525266666667,0.128350486666667
70,1.38743623333333,3.9778516,0.3190489,0.144453078333333
70,1.38743988333333,3.1629555,0.34290945,0.160366833333333
70,1.38744115,2.5136747,0.3702747,0.174615683333333
70,1.38743973333333,1.99553,0.400577066666667,0.186817033333333
70,1.38744671666667,1.5853286,0.4333601,0.196141733333333
70,1.38744751666667,1.2596742,0.4671876,0.2024829
70,1.38745721666667,1.0000639,0.500273466666667,0.205112133333333
70,1.38745673333333,0.79363066,0.5324392,0.206616733333333
70,1.38746451666667,0.63090527,0.562531466666667,0.205335516666667
70,1.38748058333333,0.50154078,0.5900935,0.2029356
70,1.38748948333333,0.39774463,0.6169951,0.201940616666667
70,1.38749695,0.3161931,0.64187165,0.201558516666667
70,1.387513,0.25122195,0.665427083333333,0.200731216666667
70,1.38753891666667,0.19933917,0.687752566666667,0.201015933333333
70,1.38757245,0.15860692,0.708256166666667,0.202597166666667
70,1.387609,0.12593903,0.729302016666667,0.206015166666667
70,1.3876481,0.10007046,0.751049516666667,0.211605666666667
70,1.3879768,100003.71,0.159230351666667,-0.0559043133333333
70,1.38791656666667,79433.273,0.158632845,-0.04397821
70,1.3878746,63093.824,0.158260236666667,-0.033444285
70,1.38784663333333,50122.477,0.158222745,-0.0253362433333333
70,1.38782961666667,39814.059,0.157636275,-0.01880198
70,1.38781405,31621.139,0.158499111666667,-0.0132805085
70,1.38780418333333,25116.91,0.158709755,-0.00901445933333333
70,1.38779688333333,19948.785,0.159302353333333,-0.00534549233333333
70,1.3877883,15847.683,0.160696963333333,-0.00204885133333333
70,1.38778368333333,12590.93,0.161660085,0.0005871595
70,1.3877786,10002.226,0.162900536666667,0.00260381366666667
70,1.38777526666667,7943.999,0.164190093333333,0.00412743166666667
70,1.38776921666667,6307.7339,0.165947963333333,0.00556943
70,1.3877654,5011.604,0.1675605,0.00773627433333333
70,1.38776381666667,3981.2744,0.168484166666667,0.00822847583333333
70,1.38775953333333,3161.0117,0.170613666666667,0.00958320933333333
70,1.38775778333333,2510.8032,0.171973016666667,0.0109042823333333
70,1.38775618333333,1995.6388,0.17340565,0.0118117171666667
70,1.38775475,1585.5074,0.175398233333333,0.0128146485
70,1.3877519,1258.7913,0.177665916666667,0.0134108501666667
70,1.3877503,1000.3202,0.17959575,0.0142826686666667
70,1.38774983333333,794.23785,0.181744133333333,0.0159203535
70,1.38774696666667,631.00964,0.183226633333333,0.0160147411666667
70,1.38774728333333,501.44418,0.186169266666667,0.01763312
70,1.38774506666667,398.08914,0.188682216666667,0.0186068283333333
70,1.38774475,316.31589,0.191112,0.0194609833333333
70,1.38774346666667,251.04433,0.193748883333333,0.0214371983333333
70,1.38774411666667,199.55299,0.196810916666667,0.022665115
70,1.38774363333333,158.42841,0.199910416666667,0.0246359066666667
70,1.38774205,125.84567,0.203021166666667,0.0265188266666667
70,1.38774188333333,100.03201,0.206101033333333,0.0287163483333333
